Date,Open,High,Low,Close
2008-01-02,100.66000366210938,100.86000061035156,98.20999908447266,98.62000274658203
2008-01-03,98.8499984741211,100.58000183105469,97.87999725341797,100.58000183105469
2008-01-04,99.43000030517578,102.73999786376953,99.43000030517578,101.8499984741211
2008-01-07,102.36000061035156,103.6500015258789,100.37999725341797,103.05000305175781
2008-01-08,103.37000274658203,103.58999633789062,101.62999725341797,101.9800033569336
2008-01-09,101.75,105.33999633789062,101.7300033569336,105.04000091552734
2008-01-10,104.5,104.8499984741211,102.75,104.02999877929688
2008-01-11,103.0999984741211,104.19999694824219,102.06999969482422,102.9800033569336
2008-01-14,103.91000366210938,103.95999908447266,102.1500015258789,103.31999969482422
2008-01-15,102.02999877929688,102.1500015258789,100.47000122070312,101.16999816894531
2008-01-16,100.97000122070312,101.51000213623047,100.19000244140625,100.47000122070312
2008-01-17,100.68000030517578,101.0999984741211,98.4000015258789,98.4000015258789
2008-01-18,97.91000366210938,98.4000015258789,94.11000061035156,95.0
2008-01-22,93.26000213623047,95.5,90.2699966430664,94.94000244140625
2008-01-23,92.79000091552734,96.33000183105469,92.0,96.13999938964844
2008-01-24,96.55000305175781,97.33999633789062,95.4800033569336,96.73999786376953
2008-01-25,97.77999877929688,97.94000244140625,94.22000122070312,94.44000244140625
2008-01-28,94.25,99.5,93.4000015258789,99.5
2008-01-29,98.5,99.66000366210938,96.87999725341797,97.26000213623047
2008-01-30,97.20999908447266,100.62999725341797,97.0999984741211,97.20999908447266
2008-01-31,95.01000213623047,104.27999877929688,95.01000213623047,101.69000244140625
2008-02-01,101.75,103.69000244140625,101.47000122070312,103.55999755859375
2008-02-04,103.16000366210938,103.6500015258789,101.9800033569336,102.12999725341797
2008-02-05,101.43000030517578,102.83999633789062,99.5199966430664,99.5999984741211
2008-02-06,100.30000305175781,100.38999938964844,98.26000213623047,98.87000274658203
2008-02-07,98.0999984741211,100.27999877929688,97.9800033569336,99.83999633789062
2008-02-08,99.77999877929688,100.30000305175781,98.48999786376953,99.12000274658203
2008-02-11,99.01000213623047,99.37999725341797,96.0199966430664,96.87999725341797
2008-02-12,97.75,99.75,97.0199966430664,99.30999755859375
2008-02-13,100.5,100.66000366210938,98.5199966430664,99.61000061035156
2008-02-14,99.30000305175781,99.94999694824219,98.55999755859375,98.62000274658203
2008-02-15,98.04000091552734,101.5199966430664,97.52999877929688,101.51000213623047
2008-02-19,101.75,102.4000015258789,99.29000091552734,99.44999694824219
2008-02-20,99.16999816894531,100.69999694824219,98.69999694824219,100.33000183105469
2008-02-21,100.7300033569336,101.37000274658203,99.91000366210938,99.94999694824219
2008-02-22,100.05000305175781,101.30999755859375,98.95999908447266,101.19000244140625
2008-02-25,100.91999816894531,101.87000274658203,96.9000015258789,98.05999755859375
2008-02-26,97.9000015258789,99.55000305175781,97.44000244140625,99.41000366210938
2008-02-27,98.4000015258789,100.31999969482422,98.4000015258789,99.4800033569336
2008-02-28,99.1500015258789,99.48999786376953,97.73999786376953,97.93000030517578
2008-02-29,97.36000061035156,98.19999694824219,96.5199966430664,96.87999725341797
2008-03-03,96.81999969482422,96.81999969482422,94.55999755859375,95.23999786376953
2008-03-04,94.9000015258789,95.87999725341797,94.23999786376953,95.2300033569336
2008-03-05,94.80999755859375,95.51000213623047,94.25,94.80000305175781
2008-03-06,94.4800033569336,95.12999725341797,93.66000366210938,93.66000366210938
2008-03-07,92.66000366210938,94.37999725341797,92.5,93.8499984741211
2008-03-10,94.0,95.08000183105469,93.13999938964844,93.13999938964844
2008-03-11,94.91000366210938,95.51000213623047,93.12999725341797,95.02999877929688
2008-03-12,95.38999938964844,95.51000213623047,93.47000122070312,93.4800033569336
2008-03-13,92.52999877929688,93.86000061035156,92.44999694824219,93.37000274658203
2008-03-14,93.20999908447266,93.37000274658203,89.36000061035156,89.83000183105469
2008-03-17,88.08000183105469,88.76000213623047,86.62999725341797,87.0199966430664
2008-03-18,88.97000122070312,89.4000015258789,85.41000366210938,87.19999694824219
2008-03-19,87.91999816894531,90.66000366210938,87.91999816894531,88.41999816894531
2008-03-20,88.66000366210938,89.91000366210938,88.4000015258789,89.7699966430664
2008-03-24,90.11000061035156,90.87999725341797,88.83999633789062,88.97000122070312
2008-03-25,89.30000305175781,91.6500015258789,88.9000015258789,91.25
2008-03-26,90.94999694824219,91.58000183105469,89.69000244140625,89.69000244140625
2008-03-27,89.69000244140625,90.37000274658203,88.79000091552734,88.80999755859375
2008-03-28,89.0,89.52999877929688,88.41000366210938,88.61000061035156
2008-03-31,88.9800033569336,89.5999984741211,88.3499984741211,89.52999877929688
2008-04-01,90.52999877929688,93.70999908447266,90.25,93.70999908447266
2008-04-02,94.19000244140625,94.19000244140625,90.5999984741211,93.51000213623047
2008-04-03,93.7300033569336,94.55999755859375,93.05999755859375,94.20999908447266
2008-04-04,94.43000030517578,94.55000305175781,92.58000183105469,92.7699966430664
2008-04-07,93.48999786376953,94.18000030517578,92.94999694824219,94.06999969482422
2008-04-08,93.2300033569336,93.68000030517578,92.55000305175781,92.83000183105469
2008-04-09,93.13999938964844,93.55000305175781,92.58999633789062,92.70999908447266
2008-04-10,92.52999877929688,95.06999969482422,92.52999877929688,94.80999755859375
2008-04-11,94.20999908447266,96.9800033569336,94.20999908447266,95.7300033569336
2008-04-14,95.52999877929688,96.4800033569336,95.16999816894531,95.76000213623047
2008-04-15,96.4800033569336,96.55000305175781,94.7300033569336,95.44000244140625
2008-04-16,96.0,96.0,94.77999877929688,95.83999633789062
2008-04-17,95.7300033569336,96.69000244140625,95.31999969482422,96.33999633789062
2008-04-18,97.44999694824219,98.19000244140625,95.70999908447266,96.69000244140625
2008-04-21,95.88999938964844,96.01000213623047,94.37999725341797,94.48999786376953
2008-04-22,90.1500015258789,92.31999969482422,89.30999755859375,92.0999984741211
2008-04-23,92.2699966430664,92.86000061035156,90.68000030517578,91.13999938964844
2008-04-24,91.80000305175781,92.73999786376953,91.0,91.69999694824219
2008-04-25,91.44999694824219,91.9000015258789,90.2300033569336,91.75
2008-04-28,91.44999694824219,91.72000122070312,90.7699966430664,91.05000305175781
2008-04-29,90.7699966430664,90.87000274658203,90.04000091552734,90.48999786376953
2008-04-30,90.79000091552734,91.36000061035156,90.0199966430664,90.3499984741211
2008-05-01,90.4000015258789,92.94000244140625,90.4000015258789,92.66999816894531
2008-05-02,93.11000061035156,93.11000061035156,91.8499984741211,92.43000030517578
2008-05-05,91.63999938964844,92.38999938964844,90.5,91.19999694824219
2008-05-06,90.66999816894531,91.5999984741211,90.43000030517578,91.36000061035156
2008-05-07,90.8499984741211,91.97000122070312,88.36000061035156,88.36000061035156
2008-05-08,88.47000122070312,90.0999984741211,87.5199966430664,89.41999816894531
